Date,Sales
2014-11-05,606.18
2014-11-05,616.14
2014-11-05,167.44
2014-11-05,505.656
2014-11-05,120.042
2014-11-05,56.7
2014-11-05,548.865
2014-11-05,201.96
2014-11-05,239.96
2014-11-05,265.26
2014-11-05,215.856
2014-11-05,84.672
2014-11-05,600.36
2014-11-05,112.725
2014-11-05,94.38
2014-11-05,194.352
2014-11-05,95.976
2014-11-05,101.1
2014-11-05,42.48
2014-11-05,82.35
2014-11-05,33.6
2014-11-05,50.25
2014-11-05,26.7
2014-11-05,31.482
2014-11-05,70.128
2014-11-05,94.5
2014-11-05,21.96
2014-11-05,46.98
2014-11-05,52.752
2014-11-05,79.974
2014-11-05,143.928
2014-11-05,124.92
2014-11-05,39.609
2014-11-05,58.968
2014-11-05,51.696
2014-11-05,70.72
2014-11-05,26.811
2014-11-05,30.3
2014-11-05,44.97
2014-11-05,25.32
2014-11-05,23.976
2014-11-05,33.0
2014-11-05,33.96
2014-11-05,20.1
2014-11-05,45.24
2014-11-05,16.8
2014-11-05,19.08
2014-11-05,12.852
2014-11-05,7.536
2014-11-05,23.68
2014-11-05,4.144
2014-11-05,28.48
2014-11-05,4.3
2014-11-05,9.664
2014-11-05,13.17
2014-11-05,4.928
2014-11-05,3.6
2014-11-05,3.564
2014-11-05,1.408
2014-12-05,3409.74
2014-12-05,897.156
2014-12-05,1262.925
2014-12-05,307.62
2014-12-05,2105.04
2014-12-05,549.36
2014-12-05,498.42
2014-12-05,424.2
2014-12-05,188.552
2014-12-05,649.0
2014-12-05,245.484
2014-12-05,98.94
2014-12-05,167.8
2014-12-05,399.95
2014-12-05,255.968
2014-12-05,302.94
2014-12-05,363.75
2014-12-05,239.96
2014-12-05,147.63
2014-12-05,380.916
2014-12-05,157.77
2014-12-05,182.37
2014-12-05,272.544
2014-12-05,142.8
2014-12-05,447.876
2014-12-05,49.44
2014-12-05,70.308
2014-12-05,56.58
2014-12-05,166.284
2014-12-05,91.692
2014-12-05,123.6
2014-12-05,248.022
2014-12-05,121.8
2014-12-05,182.22
2014-12-05,147.3
2014-12-05,52.92
2014-12-05,93.0
2014-12-05,83.55
2014-12-05,67.4
2014-12-05,108.216
2014-12-05,74.352
2014-12-05,138.24
2014-12-05,54.768
2014-12-05,46.02
2014-12-05,61.568
2014-12-05,32.676
2014-12-05,71.37
2014-12-05,64.812
2014-12-05,62.136
2014-12-05,18.612
2014-12-05,27.48
2014-12-05,60.156
2014-12-05,41.76
2014-12-05,26.19
2014-12-05,35.04
2014-12-05,29.916
2014-12-05,57.69
2014-12-05,18.75
2014-12-05,36.08
2014-12-05,11.76
2014-12-05,16.08
2014-12-05,9.51
2014-12-05,16.86
2014-12-05,90.36
2014-12-05,23.92
2014-12-05,28.44
2014-12-05,13.392
2014-12-05,39.33
2014-12-05,12.99
2014-12-05,13.98
2014-12-05,16.48
2014-12-05,10.32
2014-12-05,8.8
2014-12-05,10.71
2014-12-05,11.352
2014-12-05,4.248
2014-12-05,5.346
2014-12-05,2.808
2014-01-06,1828.71
2014-01-06,919.89
2014-01-06,773.7975
2014-01-06,511.68
2014-01-06,535.8825
2014-01-06,234.0
2014-01-06,354.15
2014-01-06,736.8225
2014-01-06,357.21
2014-01-06,314.364
2014-01-06,821.214
2014-01-06,148.95
2014-01-06,724.9338
2014-01-06,246.15
2014-01-06,148.014
2014-01-06,418.7682
2014-01-06,286.92
2014-01-06,155.7
2014-01-06,77.14
2014-01-06,169.38
2014-01-06,234.92
2014-01-06,45.6
2014-01-06,50.88
2014-01-06,71.1
2014-01-06,97.2
2014-01-06,31.66
2014-01-06,30.3
2014-01-06,258.9
2014-01-06,56.808
2014-01-06,18.288
2014-01-06,32.85
2014-01-06,45.0
2014-01-06,21.3
2014-01-06,23.712
2014-01-06,16.86
2014-01-06,29.1
2014-01-06,7.35
2014-01-06,5.148
2014-02-06,1867.136
2014-02-06,1640.7
2014-02-06,576.72
2014-02-06,346.113
2014-02-06,371.2
2014-02-06,130.3488
2014-02-06,330.24
2014-02-06,255.744
2014-02-06,207.12
2014-02-06,164.2
2014-02-06,243.992
2014-02-06,78.3
2014-02-06,146.1
2014-02-06,81.0
2014-02-06,104.4
2014-02-06,49.95
2014-02-06,162.0
2014-02-06,47.64
2014-02-06,43.2
2014-02-06,49.5
2014-02-06,11.196
2014-02-06,17.1
2014-02-06,16.836
2014-02-06,113.04
2014-02-06,13.76
2014-02-06,5.808
2014-02-06,7.12
2014-02-06,7.38
2014-03-06,1114.236
2014-03-06,262.24
2014-03-06,262.926
2014-03-06,156.06
2014-03-06,344.4
2014-03-06,234.36
2014-03-06,339.012
2014-03-06,241.32
2014-03-06,245.88
2014-03-06,528.66
2014-03-06,110.25
2014-03-06,127.96
2014-03-06,299.97
2014-03-06,122.22
2014-03-06,373.68
2014-03-06,339.36
2014-03-06,77.56
2014-03-06,231.12
2014-03-06,200.52
2014-03-06,84.18
2014-03-06,122.58
2014-03-06,221.16
2014-03-06,200.88
2014-03-06,40.32
2014-03-06,23.7
2014-03-06,42.68
2014-03-06,98.64
2014-03-06,55.92
2014-03-06,48.66
2014-03-06,84.96
2014-03-06,24.42
2014-03-06,27.06
2014-03-06,43.92
2014-03-06,44.4
2014-03-06,25.06
2014-03-06,46.872
2014-03-06,49.5
2014-03-06,96.84
2014-03-06,22.86
2014-03-06,61.86
2014-03-06,13.8
2014-03-06,13.584
2014-03-06,18.69
2014-03-06,14.28
2014-03-06,10.95
2014-03-06,17.46
2014-03-06,13.185
2014-03-06,6.72
2014-03-06,16.896
2014-03-06,7.9
2014-04-06,327.981
2014-04-06,110.484
2014-04-06,71.46
2014-04-06,310.716
2014-04-06,205.8
2014-04-06,45.846
2014-04-06,57.15
2014-04-06,22.11
2014-05-06,1266.96
2014-05-06,282.3
2014-05-06,99.42
2014-05-06,228.36
2014-05-06,115.857
2014-05-06,131.568
2014-05-06,123.93
2014-05-06,162.84
2014-05-06,89.991
2014-05-06,69.0945
2014-05-06,75.33
2014-05-06,28.1112
2014-05-06,103.104
2014-05-06,93.48
2014-05-06,60.12
2014-05-06,69.456
2014-05-06,34.5
2014-05-06,34.2
2014-05-06,44.9
2014-05-06,26.82
2014-05-06,23.16
2014-05-06,21.24
2014-05-06,38.016
2014-05-06,17.96
2014-05-06,25.28
2014-05-06,23.244
2014-05-06,9.552
2014-05-06,10.836
2014-05-06,5.488
2014-05-06,6.68
2014-06-06,470.376
2014-06-06,619.2
2014-06-06,1161.54
2014-06-06,755.0946
2014-06-06,1682.748
2014-06-06,743.58
2014-06-06,565.32
2014-06-06,373.68
2014-06-06,427.9
2014-06-06,557.28
2014-06-06,827.52
2014-06-06,254.94
2014-06-06,505.90616
2014-06-06,128.37
2014-06-06,674.163
2014-06-06,100.26
2014-06-06,752.9193
2014-06-06,330.0
2014-06-06,203.22
2014-06-06,475.794
2014-06-06,247.14
2014-06-06,181.0977
2014-06-06,264.6
2014-06-06,191.28
2014-06-06,129.12
2014-06-06,84.48
2014-06-06,77.472
2014-06-06,109.848
2014-06-06,73.08
2014-06-06,41.364
2014-06-06,55.86
2014-06-06,239.3139
2014-06-06,122.07
2014-06-06,62.4
2014-06-06,63.12
2014-06-06,64.8
2014-06-06,32.96
2014-06-06,45.36
2014-06-06,43.65
2014-06-06,63.612
2014-06-06,14.1
2014-06-06,38.16
2014-06-06,21.84
2014-06-06,66.732
2014-06-06,64.7649
2014-06-06,11.82
2014-06-06,35.16
2014-06-06,21.984
2014-06-06,19.8
2014-06-06,20.736
2014-06-06,37.26
2014-06-06,6.04
2014-06-06,6.4
2014-06-06,5.64
2014-06-06,5.64
2014-06-06,8.64
2014-06-06,8.82
2014-06-06,16.9818
2014-06-06,7.3
2014-06-06,1.809
2014-07-06,332.028
2014-07-06,79.96
2014-07-06,109.74
2014-07-06,27.738
2014-07-06,31.104
2014-07-06,31.836
2014-07-06,15.552
2014-07-06,11.394
2014-07-06,6.316
2014-07-06,6.612
2014-08-06,2550.0
2014-08-06,1547.1
2014-08-06,1590.9
2014-08-06,1629.9075
2014-08-06,727.5
2014-08-06,577.9
2014-08-06,326.55
2014-08-06,422.82
2014-08-06,517.92
2014-08-06,448.341
2014-08-06,457.893
2014-08-06,988.08
2014-08-06,194.64
2014-08-06,151.056
2014-08-06,528.69
2014-08-06,435.45
2014-08-06,171.87
2014-08-06,220.56
2014-08-06,197.94
2014-08-06,502.578
2014-08-06,355.56
2014-08-06,239.28
2014-08-06,133.2
2014-08-06,107.595
2014-08-06,359.64
2014-08-06,125.88
2014-08-06,161.59616
2014-08-06,79.78
2014-08-06,1113.264
2014-08-06,176.4
2014-08-06,175.56
2014-08-06,45.69
2014-08-06,148.17
2014-08-06,67.92
2014-08-06,467.586
2014-08-06,45.72
2014-08-06,101.58
2014-08-06,57.72
2014-08-06,379.242
2014-08-06,185.28
2014-08-06,78.66
2014-08-06,159.12
2014-08-06,13.76
2014-08-06,39.33
2014-08-06,35.82
2014-08-06,43.2
2014-08-06,29.61
2014-08-06,61.8
2014-08-06,31.02
2014-08-06,58.56
2014-08-06,37.872
2014-08-06,48.0
2014-08-06,178.146
2014-08-06,40.98
2014-08-06,19.98
2014-08-06,34.08
2014-08-06,31.88
2014-08-06,45.684
2014-08-06,13.38
2014-08-06,18.522
2014-08-06,24.3
2014-08-06,13.932
2014-08-06,30.15
2014-08-06,26.52
2014-08-06,13.9761
2014-08-06,4.788
2014-09-06,1307.97
2014-09-06,798.75
2014-09-06,461.052
2014-09-06,870.24
2014-09-06,1239.84
2014-09-06,729.99
2014-09-06,788.4
2014-09-06,351.09
2014-09-06,549.36
2014-09-06,405.09
2014-09-06,300.24
2014-09-06,703.8
2014-09-06,358.68
2014-09-06,577.665
2014-09-06,216.144
2014-09-06,402.75
2014-09-06,153.828
2014-09-06,510.12
2014-09-06,89.568
2014-09-06,111.51
2014-09-06,42.768
2014-09-06,179.352
2014-09-06,65.82
2014-09-06,94.32
2014-09-06,84.96
2014-09-06,147.184
2014-09-06,125.73
2014-09-06,71.96
2014-09-06,71.73
2014-09-06,39.78
2014-09-06,53.0
2014-09-06,78.048
2014-09-06,61.8
2014-09-06,76.8
2014-09-06,66.93
2014-09-06,80.46
2014-09-06,31.35
2014-09-06,99.54
2014-09-06,99.6
2014-09-06,59.4
2014-09-06,18.6348
2014-09-06,26.22
2014-09-06,39.864
2014-09-06,18.45
2014-09-06,40.02
2014-09-06,26.04
2014-09-06,15.552
2014-09-06,18.75
2014-09-06,46.59
2014-09-06,32.88
2014-09-06,21.204
2014-09-06,27.3
2014-09-06,5.91
2014-09-06,6.66
2014-09-06,2.78
2014-09-06,6.72
2014-10-06,3391.74
2014-10-06,5199.96
2014-10-06,714.72
2014-10-06,955.5
2014-10-06,799.47
2014-10-06,793.476
2014-10-06,803.04
2014-10-06,172.62
2014-10-06,1015.168
2014-10-06,408.36
2014-10-06,423.9
2014-10-06,160.93
2014-10-06,333.24
2014-10-06,409.824
2014-10-06,375.12
2014-10-06,246.9
2014-10-06,344.16
2014-10-06,435.168
2014-10-06,242.64
2014-10-06,474.3
2014-10-06,252.045
2014-10-06,755.0946
2014-10-06,136.404
2014-10-06,348.66
2014-10-06,75.792
2014-10-06,221.382
2014-10-06,162.18
2014-10-06,91.5
2014-10-06,124.32
2014-10-06,172.86
2014-10-06,206.352
2014-10-06,123.12
2014-10-06,64.233
2014-10-06,61.96
2014-10-06,51.78
2014-10-06,116.592
2014-10-06,140.403
2014-10-06,81.66
2014-10-06,72.0
2014-10-06,46.68
2014-10-06,39.92
2014-10-06,72.54
2014-10-06,72.9
2014-10-06,41.42
2014-10-06,87.8
2014-10-06,59.16
2014-10-06,31.14
2014-10-06,81.168
2014-10-06,28.95
2014-10-06,103.232
2014-10-06,35.9976
2014-10-06,67.44
2014-10-06,33.21
2014-10-06,120.66
2014-10-06,11.37
2014-10-06,25.08
2014-10-06,19.936
2014-10-06,39.44
2014-10-06,26.52
2014-10-06,86.96
2014-10-06,12.672
2014-10-06,22.26
2014-10-06,14.9
2014-10-06,16.3
2014-10-06,11.13
2014-10-06,40.05
2014-10-06,28.92
2014-10-06,15.8
2014-10-06,9.536
2014-10-06,7.992
2014-10-06,63.824
2014-11-06,1272.6
2014-11-06,552.501
2014-11-06,1236.06
2014-11-06,2080.32
2014-11-06,577.68
2014-11-06,538.755
2014-11-06,795.6
2014-11-06,369.117
2014-11-06,455.52
2014-11-06,341.577
2014-11-06,159.99
2014-11-06,492.768
2014-11-06,549.75
2014-11-06,550.08
2014-11-06,348.48
2014-11-06,413.1
2014-11-06,566.52
2014-11-06,276.96
2014-11-06,91.5
2014-11-06,390.75
2014-11-06,243.992
2014-11-06,305.37
2014-11-06,260.34
2014-11-06,369.99
2014-11-06,317.574
2014-11-06,109.38
2014-11-06,110.96
2014-11-06,128.124
2014-11-06,206.664
2014-11-06,156.24
2014-11-06,199.92
2014-11-06,173.94
2014-11-06,173.88
2014-11-06,98.4
2014-11-06,166.5
2014-11-06,235.32
2014-11-06,51.111
2014-11-06,174.24
2014-11-06,129.276
2014-11-06,196.98
2014-11-06,144.33
2014-11-06,164.688
2014-11-06,117.18
2014-11-06,49.86
2014-11-06,67.8
2014-11-06,84.3
2014-11-06,67.92
2014-11-06,78.003
2014-11-06,99.98
2014-11-06,76.23
2014-11-06,73.872
2014-11-06,167.94
2014-11-06,109.242
2014-11-06,39.96
2014-11-06,87.072
2014-11-06,86.96
2014-11-06,111.42
2014-11-06,20.64
2014-11-06,49.056
2014-11-06,52.2
2014-11-06,47.4
2014-11-06,80.7
2014-11-06,34.83
2014-11-06,66.24
2014-11-06,47.94
2014-11-06,103.26
2014-11-06,33.18
2014-11-06,16.164
2014-11-06,97.32
2014-11-06,16.03
2014-11-06,18.44
2014-11-06,16.86
2014-11-06,77.1
2014-11-06,33.0
2014-11-06,75.24
2014-11-06,23.184
2014-11-06,21.3
2014-11-06,11.424
2014-11-06,32.12
2014-11-06,13.932
2014-11-06,25.44
2014-11-06,101.4
2014-11-06,15.39
2014-11-06,12.96
2014-11-06,17.4
2014-11-06,19.2
2014-11-06,14.7
2014-11-06,8.688
2014-11-06,9.52
2014-11-06,12.96
2014-11-06,2.388
2014-11-06,4.41
2014-12-06,1654.668
2014-12-06,172.752
2014-12-06,199.9
2014-12-06,385.984
2014-12-06,197.28
2014-12-06,104.976
2014-12-06,378.81
2014-12-06,254.9
2014-12-06,92.94
2014-12-06,134.16
2014-12-06,61.44
2014-12-06,83.92
2014-12-06,133.35
2014-12-06,226.12
2014-12-06,73.92
2014-12-06,205.03
2014-12-06,58.8
2014-12-06,42.09
2014-12-06,31.176
2014-12-06,43.8
2014-12-06,74.49
2014-12-06,73.875
2014-12-06,99.39
2014-12-06,41.96
2014-12-06,43.0
2014-12-06,58.68
2014-12-06,38.9
2014-12-06,32.67
2014-12-06,26.64
2014-12-06,31.904
2014-12-06,21.6
2014-12-06,28.26
2014-12-06,9.296
2014-12-06,44.94
2014-12-06,24.816
2014-12-06,9.45
2014-12-06,40.635
2014-12-06,11.07
2014-12-06,14.976
2014-12-06,20.94
2014-01-07,3810.996
2014-01-07,1788.588
2014-01-07,195.72
2014-01-07,170.34
2014-01-07,116.1675
2014-01-07,33.74
2014-01-07,23.76
2014-01-07,19.02
2014-01-07,15.96
2014-01-07,5.91
2014-01-07,20.97
2014-02-07,2830.425
2014-02-07,541.518
2014-02-07,388.92
2014-02-07,798.84
2014-02-07,706.158
2014-02-07,616.4
2014-02-07,182.55
2014-02-07,307.44
2014-02-07,413.82
2014-02-07,174.96
2014-02-07,429.48
2014-02-07,340.4826
2014-02-07,359.97
2014-02-07,240.784
2014-02-07,82.08
2014-02-07,274.68
2014-02-07,311.688
2014-02-07,122.4
2014-02-07,46.53
2014-02-07,111.06
2014-02-07,204.57
2014-02-07,79.2
2014-02-07,88.74
2014-02-07,50.94
2014-02-07,66.672
2014-02-07,86.52
2014-02-07,85.2876
2014-02-07,66.96
2014-02-07,45.84
2014-02-07,228.831
2014-02-07,227.46
2014-02-07,38.07
2014-02-07,46.24
2014-02-07,46.5
2014-02-07,35.19
2014-02-07,46.74
2014-02-07,60.96
2014-02-07,33.12
2014-02-07,20.7168
2014-02-07,22.86
2014-02-07,18.18
2014-02-07,29.9
2014-02-07,14.04
2014-02-07,19.932
2014-02-07,9.564
2014-02-07,8.436
2014-02-07,6.228
2014-02-07,32.472
2014-02-07,6.804
2014-02-07,2.016
2014-02-07,3.936
2014-03-07,692.44
2014-03-07,138.57
2014-03-07,572.192
2014-03-07,293.22
2014-03-07,82.32
2014-03-07,286.93
2014-03-07,818.28
2014-03-07,263.655
2014-03-07,206.384
2014-03-07,161.352
2014-03-07,110.48
2014-03-07,57.39
2014-03-07,127.413
2014-03-07,61.8
2014-03-07,85.293
2014-03-07,71.97
2014-03-07,100.2
2014-03-07,169.65
2014-03-07,81.48
2014-03-07,26.38
2014-03-07,52.2
2014-03-07,67.78
2014-03-07,15.584
2014-03-07,50.76
2014-03-07,63.488
2014-03-07,31.88
2014-03-07,23.88
2014-03-07,21.48
2014-03-07,14.976
2014-03-07,12.264
2014-03-07,11.52
2014-03-07,6.426
2014-03-07,4.928
2014-04-07,3271.2
2014-04-07,1060.56
2014-04-07,1250.235
2014-04-07,339.6
2014-04-07,413.04
2014-04-07,367.2
2014-04-07,348.624
2014-04-07,260.28
2014-04-07,200.76
2014-04-07,130.92
2014-04-07,175.608
2014-04-07,247.212
2014-04-07,346.74
2014-04-07,122.97
2014-04-07,128.34
2014-04-07,137.31
2014-04-07,208.2375
2014-04-07,101.4408
2014-04-07,68.67
2014-04-07,218.16
2014-04-07,101.04
2014-04-07,123.456
2014-04-07,82.2
2014-04-07,160.92
2014-04-07,106.02
2014-04-07,154.08
2014-04-07,66.672
2014-04-07,48.42
2014-04-07,43.47
2014-04-07,34.08
2014-04-07,47.46
2014-04-07,27.45
2014-04-07,34.11
2014-04-07,18.936
2014-04-07,30.03
2014-04-07,16.76
2014-04-07,385.86
2014-04-07,33.21
2014-04-07,8.88
2014-04-07,13.62
2014-04-07,11.46
2014-04-07,106.32
2014-04-07,8.1
2014-04-07,8.34
2014-04-07,11.148
2014-05-07,595.17
2014-05-07,627.168
2014-05-07,868.959
2014-05-07,772.68
2014-05-07,881.55
2014-05-07,1104.48
2014-05-07,623.4648
2014-05-07,253.692
2014-05-07,664.56
2014-05-07,549.52
2014-05-07,219.808
2014-05-07,199.2375
2014-05-07,408.744
2014-05-07,770.4
2014-05-07,933.4014
2014-05-07,152.94
2014-05-07,253.92
2014-05-07,187.68
2014-05-07,346.5882
2014-05-07,222.615
2014-05-07,122.12
2014-05-07,297.84
2014-05-07,89.46
2014-05-07,41.64
2014-05-07,295.65
2014-05-07,68.541
2014-05-07,180.6
2014-05-07,318.03
2014-05-07,94.65
2014-05-07,37.566
2014-05-07,174.42
2014-05-07,94.98
2014-05-07,232.389
2014-05-07,58.44
2014-05-07,191.968
2014-05-07,97.74
2014-05-07,62.55
2014-05-07,169.76
2014-05-07,88.254
2014-05-07,84.416
2014-05-07,54.66
2014-05-07,46.8
2014-05-07,130.44
2014-05-07,92.34
2014-05-07,39.78
2014-05-07,59.2
2014-05-07,54.576
2014-05-07,42.408
2014-05-07,44.76
2014-05-07,66.672
2014-05-07,73.764
2014-05-07,33.18
2014-05-07,29.4
2014-05-07,36.7263
2014-05-07,126.42
2014-05-07,12.408
2014-05-07,21.54
2014-05-07,25.5
2014-05-07,19.56
2014-05-07,67.34
2014-05-07,15.42
2014-05-07,12.42
2014-05-07,11.06
2014-05-07,10.65
2014-05-07,17.946
2014-05-07,15.624
2014-05-07,32.382
2014-05-07,26.58
2014-05-07,12.66
2014-05-07,6.408
2014-05-07,5.44
2014-05-07,43.56
2014-05-07,11.43
2014-06-07,1811.34
2014-06-07,875.7
2014-06-07,342.72
2014-06-07,546.0
2014-06-07,109.8054
2014-06-07,107.82
2014-06-07,200.51816
2014-06-07,171.84
2014-06-07,97.632
2014-06-07,134.1
2014-06-07,26.4
2014-06-07,18.93
2014-06-07,28.64
2014-06-07,15.6
2014-06-07,18.0456
2014-06-07,15.72
2014-06-07,4.95
2014-07-07,1026.90208
2014-07-07,1164.375
2014-07-07,822.906
2014-07-07,239.24
2014-07-07,732.9
2014-07-07,373.275
2014-07-07,262.17
2014-07-07,576.6525
2014-07-07,130.704
2014-07-07,170.04
2014-07-07,449.3475
2014-07-07,165.24
2014-07-07,121.68
2014-07-07,149.82
2014-07-07,368.55
2014-07-07,41.7
2014-07-07,122.136
2014-07-07,50.22
2014-07-07,141.6
2014-07-07,50.7
2014-07-07,70.416
2014-07-07,41.877
2014-07-07,58.536
2014-07-07,36.51
2014-07-07,23.928
2014-07-07,31.68
2014-07-07,19.908
2014-07-07,51.168
2014-07-07,22.923
2014-07-07,11.604
2014-07-07,19.464
2014-07-07,61.32
2014-07-07,16.032
2014-07-07,30.8385
2014-07-07,41.1345
2014-07-07,16.056
2014-07-07,17.07
2014-07-07,21.54
2014-07-07,9.216
2014-07-07,9.27
2014-07-07,2.946
2014-08-07,1625.2425
2014-08-07,2584.008
2014-08-07,1218.24
2014-08-07,1692.76768
2014-08-07,592.56
2014-08-07,655.35
2014-08-07,1708.74
2014-08-07,824.95
2014-08-07,595.17
2014-08-07,342.072
2014-08-07,668.4
2014-08-07,242.838
2014-08-07,1033.32
2014-08-07,310.14
2014-08-07,517.47
2014-08-07,222.9795
2014-08-07,592.68
2014-08-07,115.92
2014-08-07,333.9
2014-08-07,137.31
2014-08-07,289.32
2014-08-07,81.9
2014-08-07,668.8638
2014-08-07,874.3635
2014-08-07,283.986
2014-08-07,340.68
2014-08-07,295.515
2014-08-07,341.46
2014-08-07,571.32
2014-08-07,179.76
2014-08-07,227.88
2014-08-07,287.78328
2014-08-07,160.2
2014-08-07,196.92
2014-08-07,140.22
2014-08-07,134.352
2014-08-07,102.48
2014-08-07,145.74
2014-08-07,115.296
2014-08-07,140.67
2014-08-07,93.0
2014-08-07,163.38
2014-08-07,35.892
2014-08-07,28.512
2014-08-07,80.1
2014-08-07,34.8
2014-08-07,70.12
2014-08-07,77.1
2014-08-07,38.58
2014-08-07,26.22
2014-08-07,110.34
2014-08-07,64.3665
2014-08-07,59.22
2014-08-07,41.4
2014-08-07,59.4
2014-08-07,35.52
2014-08-07,26.748
2014-08-07,47.58
2014-08-07,40.152
2014-08-07,46.9
2014-08-07,31.8
2014-08-07,26.04
2014-08-07,15.4
2014-08-07,15.48
2014-08-07,26.94
2014-08-07,43.515
2014-08-07,16.02
2014-08-07,13.68
2014-08-07,8.49
2014-08-07,24.64
2014-08-07,166.89
2014-08-07,15.858
2014-08-07,11.4
2014-08-07,26.1
2014-09-07,321.03
2014-09-07,249.06
2014-09-07,48.45
2014-09-07,11.82
2014-10-07,2582.16
2014-10-07,597.36
2014-10-07,1241.001
2014-10-07,1001.76
2014-10-07,378.405
2014-10-07,910.8
2014-10-07,487.38
2014-10-07,332.0
2014-10-07,799.83
2014-10-07,457.812
2014-10-07,692.328
2014-10-07,340.35
2014-10-07,256.719
2014-10-07,509.3634
2014-10-07,398.52
2014-10-07,487.6
2014-10-07,138.096
2014-10-07,306.16
2014-10-07,290.336
2014-10-07,159.408
2014-10-07,109.08
2014-10-07,195.885
2014-10-07,366.75
2014-10-07,121.3128
2014-10-07,298.92
2014-10-07,112.752
2014-10-07,402.246
2014-10-07,210.192
2014-10-07,145.896
2014-10-07,267.48
2014-10-07,170.28
2014-10-07,110.12
2014-10-07,333.66
2014-10-07,344.91
2014-10-07,100.62
2014-10-07,227.84
2014-10-07,421.47536
2014-10-07,54.636
2014-10-07,127.296
2014-10-07,103.2
2014-10-07,143.7
2014-10-07,55.8
2014-10-07,94.86
2014-10-07,74.25
2014-10-07,101.58
2014-10-07,41.16
2014-10-07,59.832
2014-10-07,31.968
2014-10-07,48.384
2014-10-07,53.082
2014-10-07,66.69
2014-10-07,319.96
2014-10-07,40.99
2014-10-07,33.6
2014-10-07,39.456
2014-10-07,26.1
2014-10-07,155.008
2014-10-07,66.33
2014-10-07,41.2
2014-10-07,31.164
2014-10-07,37.94
2014-10-07,19.152
2014-10-07,24.024
2014-10-07,47.52
2014-10-07,59.94
2014-10-07,29.04
2014-10-07,17.04
2014-10-07,11.424
2014-10-07,41.96
2014-10-07,12.408
2014-10-07,15.9
2014-10-07,9.344
2014-10-07,10.41
2014-10-07,12.06
2014-10-07,6.48
2014-11-07,2036.86
2014-11-07,3309.2598
2014-11-07,2841.66
2014-11-07,1464.12
2014-11-07,811.104
2014-11-07,394.6455
2014-11-07,551.205
2014-11-07,534.762
2014-11-07,499.584
2014-11-07,240.3
2014-11-07,449.568
2014-11-07,663.84
2014-11-07,752.76
2014-11-07,318.96
2014-11-07,292.896
2014-11-07,260.34
2014-11-07,477.12384
2014-11-07,349.056
2014-11-07,259.136
2014-11-07,401.58
2014-11-07,477.09
2014-11-07,311.4
2014-11-07,406.14
2014-11-07,224.259
2014-11-07,201.69
2014-11-07,546.336
2014-11-07,207.9
2014-11-07,315.0
2014-11-07,83.88
2014-11-07,195.72
2014-11-07,148.98
2014-11-07,396.9
2014-11-07,59.94
2014-11-07,226.56
2014-11-07,184.8
2014-11-07,117.6
2014-11-07,169.296
2014-11-07,277.65
2014-11-07,34.425
2014-11-07,108.96
2014-11-07,84.9
2014-11-07,244.8
2014-11-07,41.4
2014-11-07,31.0365
2014-11-07,45.36
2014-11-07,106.816
2014-11-07,128.37
2014-11-07,55.14
2014-11-07,75.42
2014-11-07,127.372
2014-11-07,67.41
2014-11-07,26.4
2014-11-07,70.368
2014-11-07,90.936
2014-11-07,53.082
2014-11-07,47.952
2014-11-07,57.6
2014-11-07,60.24
2014-11-07,46.26
2014-11-07,98.172
2014-11-07,31.104
2014-11-07,74.34
2014-11-07,46.92
2014-11-07,138.39
2014-11-07,16.95
2014-11-07,27.32
2014-11-07,80.97
2014-11-07,13.272
2014-11-07,13.9
2014-11-07,28.272
2014-11-07,26.38
2014-11-07,34.02
2014-11-07,15.471
2014-11-07,30.56
2014-11-07,28.728
2014-11-07,24.96
2014-11-07,17.84
2014-11-07,18.16
2014-11-07,15.28
2014-11-07,8.505
2014-11-07,19.728
2014-11-07,5.78
2014-11-07,8.73
2014-11-07,5.68
2014-11-07,5.682
2014-11-07,16.398
2014-11-07,1.248
2014-12-07,2188.05
2014-12-07,1227.57992
2014-12-07,418.446
2014-12-07,327.564
2014-12-07,134.13
2014-12-07,82.88
2014-12-07,10.68
2014-01-08,3059.982
2014-01-08,3393.12
2014-01-08,698.8995
2014-01-08,769.86
2014-01-08,1056.1086
2014-01-08,227.34
2014-01-08,388.08
2014-01-08,495.3375
2014-01-08,340.86
2014-01-08,407.115
2014-01-08,153.78
2014-01-08,324.45
2014-01-08,98.8875
2014-01-08,202.6845
2014-01-08,306.225
2014-01-08,318.03
2014-01-08,95.28
2014-01-08,101.76
2014-01-08,61.02
2014-01-08,110.11
2014-01-08,67.44
2014-01-08,121.1634
2014-01-08,92.64
2014-01-08,31.05
2014-01-08,61.44
2014-01-08,164.4
2014-01-08,57.75
2014-01-08,38.16
2014-01-08,49.92
2014-01-08,46.62
2014-01-08,18.93
2014-01-08,7.89
2014-01-08,17.28
2014-01-08,21.6
2014-01-08,4.53
2014-01-08,2.808
2014-02-08,1136.94
2014-02-08,756.6
2014-02-08,124.44
2014-02-08,281.88
2014-02-08,30.66
2014-03-08,474.18
2014-03-08,1078.08
2014-03-08,385.02
2014-03-08,117.84
2014-03-08,149.508
2014-03-08,99.0
2014-03-08,61.12
2014-03-08,125.36
2014-03-08,73.52
2014-03-08,151.2
2014-03-08,111.06
2014-03-08,49.944
2014-03-08,69.12
2014-03-08,91.59
2014-03-08,49.08
2014-03-08,21.024
